generation,best_fitness,mean_fitness,best_ever_fitness,best_ever_generation,dna_file,is_checkpoint,is_new_record
0,40450.7521106880,3355.0469831528,40450.7521106880,0,best_snakes/generation_000.dna,true,true
1,45613.8653549399,7645.6515168733,45613.8653549399,1,,false,true
2,56584.6468671768,13286.4405807517,56584.6468671768,2,,false,true
3,56605.3080110574,13970.8386267516,56605.3080110574,3,,false,true
4,56605.3080110574,17885.9453897736,56605.3080110574,3,,false,false
5,56605.3080110574,16393.2158653324,56605.3080110574,3,best_snakes/generation_005.dna,true,false
6,56605.3080110574,16633.4549427629,56605.3080110574,3,,false,false
7,56605.3080110574,18947.1278669147,56605.3080110574,3,,false,false
8,60204.1835527312,20051.8257788337,60204.1835527312,8,,false,true
9,93852.4641777805,26883.4242375798,93852.4641777805,9,,false,true
10,93852.4641777805,25022.1865486232,93852.4641777805,9,best_snakes/generation_010.dna,true,false
11,93852.4641777805,23745.3330691795,93852.4641777805,9,,false,false
12,93852.4641777805,25457.9433056959,93852.4641777805,9,,false,false
13,93852.4641777805,27700.6173139273,93852.4641777805,9,,false,false
14,93852.4641777805,33646.0328268192,93852.4641777805,9,,false,false
15,98358.1446330570,30957.3640463766,98358.1446330570,15,best_snakes/generation_015.dna,true,true
16,98358.1446330570,30767.8369495113,98358.1446330570,15,,false,false
17,98358.1446330570,35287.3394541577,98358.1446330570,15,,false,false
18,98358.1446330570,35362.4440733259,98358.1446330570,15,,false,false
19,98441.6244075274,41668.0701035187,98441.6244075274,19,,false,true
20,108632.5669731252,43440.1234595061,108632.5669731252,20,best_snakes/generation_020.dna,true,true
21,109103.6638391535,46148.7250097081,109103.6638391535,21,,false,true
22,120411.0150911727,45551.8644885146,120411.0150911727,22,,false,true
23,120411.0150911727,41550.6793510173,120411.0150911727,22,,false,false
24,120411.0150911727,43876.2812499599,120411.0150911727,22,,false,false
25,120411.0150911727,51065.4235680980,120411.0150911727,22,best_snakes/generation_025.dna,true,false
26,120411.0150911727,51896.4463193364,120411.0150911727,22,,false,false
27,125487.6890813954,45017.5375914925,125487.6890813954,27,,false,true
28,142061.1855050632,52441.9060525428,142061.1855050632,28,,false,true
29,142061.1855050632,53050.6545226540,142061.1855050632,28,,false,false
30,142061.1855050632,54116.9164405539,142061.1855050632,28,best_snakes/generation_030.dna,true,false
31,164713.7308401148,59729.9443673358,164713.7308401148,31,,false,true
32,164713.7308401148,65492.5960771724,164713.7308401148,31,,false,false
33,164713.7308401148,65905.7745151262,164713.7308401148,31,,false,false
34,164713.7308401148,70700.4165602755,164713.7308401148,31,,false,false
35,164713.7308401148,66897.4342795791,164713.7308401148,31,best_snakes/generation_035.dna,true,false
36,164713.7308401148,69086.8327928024,164713.7308401148,31,,false,false
37,164713.7308401148,69207.2195236232,164713.7308401148,31,,false,false
38,164713.7308401148,71558.2070518145,164713.7308401148,31,,false,false
39,164713.7308401148,61629.5769270047,164713.7308401148,31,,false,false
40,175975.6946721179,63513.6424428657,175975.6946721179,40,best_snakes/generation_040.dna,true,true
41,175975.6946721179,66894.4902437989,175975.6946721179,40,,false,false
42,197223.0902157342,69070.6616081156,197223.0902157342,42,,false,true
43,197223.0902157342,75843.2610136420,197223.0902157342,42,,false,false
