generation,best_fitness,mean_fitness,best_ever_fitness,best_ever_generation,dna_file,is_checkpoint,is_new_record
0,20916.0475185729,2441.2506746522,20916.0475185729,0,best_snakes/generation_000.dna,true,true
1,29821.4072434555,4046.4513167463,29821.4072434555,1,,false,true
2,37941.9195999687,5005.0264202122,37941.9195999687,2,,false,true
3,51696.6104280768,8331.4628211063,51696.6104280768,3,,false,true
4,51696.6104280768,10038.6798735617,51696.6104280768,3,,false,false
5,95246.4340133595,15976.4477542332,95246.4340133595,5,best_snakes/generation_005.dna,true,true
6,95246.4340133595,15742.2022053289,95246.4340133595,5,,false,false
7,95246.4340133595,19071.1744197065,95246.4340133595,5,,false,false
8,95246.4340133595,20803.2029663573,95246.4340133595,5,,false,false
9,97830.1427925524,24971.8272146157,97830.1427925524,9,,false,true
10,97830.1427925524,28822.7113813826,97830.1427925524,9,best_snakes/generation_010.dna,true,false
11,111249.4534855302,30273.4119026921,111249.4534855302,11,,false,true
12,111249.4534855302,35694.8029102202,111249.4534855302,11,,false,false
13,111249.4534855302,32569.4019218557,111249.4534855302,11,,false,false
14,111249.4534855302,36163.9183175309,111249.4534855302,11,,false,false
15,111249.4534855302,37353.1878069323,111249.4534855302,11,best_snakes/generation_015.dna,true,false
16,124880.4158465022,41292.2642462404,124880.4158465022,16,,false,true
17,124880.4158465022,43708.8622660119,124880.4158465022,16,,false,false
18,124880.4158465022,39733.6636334680,124880.4158465022,16,,false,false
19,124880.4158465022,49711.8265233928,124880.4158465022,16,,false,false
20,131395.0076517023,46517.4750296733,131395.0076517023,20,best_snakes/generation_020.dna,true,true
21,135380.8348952346,53216.7172019002,135380.8348952346,21,,false,true
22,135380.8348952346,56872.0670538274,135380.8348952346,21,,false,false
23,142701.2035462940,60696.4712867104,142701.2035462940,23,,false,true
24,142701.2035462940,58994.9318102601,142701.2035462940,23,,false,false
25,142701.2035462940,63651.1592842402,142701.2035462940,23,best_snakes/generation_025.dna,true,false
26,142701.2035462940,64525.9652524985,142701.2035462940,23,,false,false
27,148012.4175117301,61369.8265882236,148012.4175117301,27,,false,true
28,173897.1733914934,70220.9038182304,173897.1733914934,28,,false,true
29,173897.1733914934,71838.4248302931,173897.1733914934,28,,false,false
30,173897.1733914934,67989.3937625107,173897.1733914934,28,best_snakes/generation_030.dna,true,false
31,173897.1733914934,64363.6660440717,173897.1733914934,28,,false,false
32,173897.1733914934,65969.7320255198,173897.1733914934,28,,false,false
33,173897.1733914934,69322.4826199230,173897.1733914934,28,,false,false
34,173897.1733914934,68871.9799375530,173897.1733914934,28,,false,false
35,173897.1733914934,63706.4870266043,173897.1733914934,28,best_snakes/generation_035.dna,true,false
36,173897.1733914934,65716.4380299466,173897.1733914934,28,,false,false
37,173897.1733914934,64394.2058199101,173897.1733914934,28,,false,false
38,173897.1733914934,58569.9330170924,173897.1733914934,28,,false,false
39,173897.1733914934,70257.2741359503,173897.1733914934,28,,false,false
40,173897.1733914934,66832.8449436708,173897.1733914934,28,best_snakes/generation_040.dna,true,false
41,173897.1733914934,67237.2740747262,173897.1733914934,28,,false,false
42,173897.1733914934,71075.3891561667,173897.1733914934,28,,false,false
43,173897.1733914934,66061.3101999115,173897.1733914934,28,,false,false
44,181761.1238884333,73208.6260663419,181761.1238884333,44,,false,true
45,181761.1238884333,66146.8995518417,181761.1238884333,44,best_snakes/generation_045.dna,true,false
46,181761.1238884333,71842.2973462185,181761.1238884333,44,,false,false
47,181761.1238884333,68830.5553968107,181761.1238884333,44,,false,false
48,181761.1238884333,79093.5841571946,181761.1238884333,44,,false,false
49,181761.1238884333,65519.5126034087,181761.1238884333,44,,false,false
50,181761.1238884333,69404.1774358007,181761.1238884333,44,best_snakes/generation_050.dna,true,false
51,181761.1238884333,69294.0801203429,181761.1238884333,44,,false,false
52,181761.1238884333,69975.6416146418,181761.1238884333,44,,false,false
53,181761.1238884333,67836.5533243137,181761.1238884333,44,,false,false
54,181761.1238884333,75658.4275964814,181761.1238884333,44,,false,false
55,181761.1238884333,77344.1372468972,181761.1238884333,44,best_snakes/generation_055.dna,true,false
56,181761.1238884333,75952.7849057354,181761.1238884333,44,,false,false
57,181761.1238884333,69296.7502054393,181761.1238884333,44,,false,false
58,181761.1238884333,72854.0808877064,181761.1238884333,44,,false,false
59,181761.1238884333,72917.0653663439,181761.1238884333,44,,false,false
60,181761.1238884333,78134.5124042369,181761.1238884333,44,best_snakes/generation_060.dna,true,false
61,181761.1238884333,77819.0373777724,181761.1238884333,44,,false,false
62,181761.1238884333,78998.5255180134,181761.1238884333,44,,false,false
63,181761.1238884333,75641.5464132424,181761.1238884333,44,,false,false
64,188125.4412382858,85950.3119416156,188125.4412382858,64,,false,true
65,188125.4412382858,85567.6426390656,188125.4412382858,64,best_snakes/generation_065.dna,true,false
66,194803.1221503629,91014.6530688837,194803.1221503629,66,,false,true
67,194803.1221503629,69465.5829657082,194803.1221503629,66,,false,false
68,194803.1221503629,71542.6589455836,194803.1221503629,66,,false,false
69,194803.1221503629,75186.7767844732,194803.1221503629,66,,false,false
70,194803.1221503629,80098.0582888457,194803.1221503629,66,best_snakes/generation_070.dna,true,false
71,194803.1221503629,82721.8223287455,194803.1221503629,66,,false,false
72,194803.1221503629,80459.5153711191,194803.1221503629,66,,false,false
73,194803.1221503629,82634.0389917922,194803.1221503629,66,,false,false
74,194803.1221503629,91300.2394735198,194803.1221503629,66,,false,false
75,194803.1221503629,78917.9917684828,194803.1221503629,66,best_snakes/generation_075.dna,true,false
76,194803.1221503629,84418.2522778557,194803.1221503629,66,,false,false
77,194803.1221503629,81097.7593311572,194803.1221503629,66,,false,false
78,194803.1221503629,96388.1524818204,194803.1221503629,66,,false,false
79,194803.1221503629,84036.9662425356,194803.1221503629,66,,false,false
80,231017.5656519012,91329.5916892173,231017.5656519012,80,best_snakes/generation_080.dna,true,true
81,231017.5656519012,88429.4856516321,231017.5656519012,80,,false,false
82,231017.5656519012,90510.7152788631,231017.5656519012,80,,false,false
83,231017.5656519012,82498.5846993942,231017.5656519012,80,,false,false
84,231017.5656519012,86744.5741825443,231017.5656519012,80,,false,false
85,231017.5656519012,90505.0625927268,231017.5656519012,80,best_snakes/generation_085.dna,true,false
86,231017.5656519012,90343.0265288067,231017.5656519012,80,,false,false
87,231017.5656519012,95778.3934194074,231017.5656519012,80,,false,false
88,231017.5656519012,86963.8311979264,231017.5656519012,80,,false,false
89,231017.5656519012,94922.8665158439,231017.5656519012,80,,false,false
90,231017.5656519012,90018.7197205822,231017.5656519012,80,best_snakes/generation_090.dna,true,false
91,231017.5656519012,93250.3426991923,231017.5656519012,80,,false,false
92,231017.5656519012,98596.8564807250,231017.5656519012,80,,false,false
93,231017.5656519012,92691.0626051408,231017.5656519012,80,,false,false
94,231017.5656519012,92116.8019286179,231017.5656519012,80,,false,false
95,231017.5656519012,85809.4151645131,231017.5656519012,80,best_snakes/generation_095.dna,true,false
96,231017.5656519012,79968.5945751833,231017.5656519012,80,,false,false
97,231017.5656519012,83954.5197026466,231017.5656519012,80,,false,false
98,231017.5656519012,87238.2666452317,231017.5656519012,80,,false,false
