generation,best_fitness,mean_fitness,best_ever_fitness,best_ever_generation,dna_file,is_checkpoint,is_new_record
0,40450.7521106880,3355.0469831528,40450.7521106880,0,best_snakes/generation_000.dna,true,true
1,40450.7521106880,4993.9871570760,40450.7521106880,0,,false,false
2,40450.7521106880,5798.3849680453,40450.7521106880,0,,false,false
3,50925.1488535897,6970.0490926421,50925.1488535897,3,,false,true
4,50925.1488535897,11103.8581070355,50925.1488535897,3,,false,false
5,50925.1488535897,12252.4460906581,50925.1488535897,3,best_snakes/generation_005.dna,true,false
6,50925.1488535897,11894.9523691210,50925.1488535897,3,,false,false
7,50925.1488535897,12609.3487267723,50925.1488535897,3,,false,false
8,63447.6968756770,15578.2663260906,63447.6968756770,8,,false,true
9,79435.6341197970,19928.0905477526,79435.6341197970,9,,false,true
10,79435.6341197970,21243.4318605135,79435.6341197970,9,best_snakes/generation_010.dna,true,false
11,79435.6341197970,23169.5255155869,79435.6341197970,9,,false,false
12,79435.6341197970,24789.0980559710,79435.6341197970,9,,false,false
13,79435.6341197970,24533.3952567460,79435.6341197970,9,,false,false
14,79435.6341197970,24359.3720266827,79435.6341197970,9,,false,false
15,98838.1259822307,28539.5603014935,98838.1259822307,15,best_snakes/generation_015.dna,true,true
16,98838.1259822307,26504.5127649444,98838.1259822307,15,,false,false
17,98838.1259822307,27737.1578635895,98838.1259822307,15,,false,false
18,98838.1259822307,27806.5160090341,98838.1259822307,15,,false,false
19,98838.1259822307,25637.3166053037,98838.1259822307,15,,false,false
20,98838.1259822307,26920.8949723368,98838.1259822307,15,best_snakes/generation_020.dna,true,false
21,98838.1259822307,29391.7364892379,98838.1259822307,15,,false,false
22,108630.5623605666,30067.4907009144,108630.5623605666,22,,false,true
23,108630.5623605666,35012.9814287581,108630.5623605666,22,,false,false
24,108630.5623605666,33119.7484477266,108630.5623605666,22,,false,false
25,108630.5623605666,31252.7254938714,108630.5623605666,22,best_snakes/generation_025.dna,true,false
26,108630.5623605666,36040.6287253661,108630.5623605666,22,,false,false
27,108630.5623605666,35639.4840209875,108630.5623605666,22,,false,false
28,108630.5623605666,34376.8495972991,108630.5623605666,22,,false,false
29,108630.5623605666,36973.8933528323,108630.5623605666,22,,false,false
30,108630.5623605666,41972.9689945164,108630.5623605666,22,best_snakes/generation_030.dna,true,false
31,108630.5623605666,39137.6877043873,108630.5623605666,22,,false,false
32,114517.7576307144,43531.6507156902,114517.7576307144,32,,false,true
33,114517.7576307144,43932.4106305404,114517.7576307144,32,,false,false
34,114517.7576307144,43190.0198836741,114517.7576307144,32,,false,false
35,114517.7576307144,44971.6492226730,114517.7576307144,32,best_snakes/generation_035.dna,true,false
36,130876.1497455525,45844.1960097522,130876.1497455525,36,,false,true
37,130876.1497455525,45327.8925679217,130876.1497455525,36,,false,false
38,130876.1497455525,44616.6558376107,130876.1497455525,36,,false,false
39,130876.1497455525,46167.7025169289,130876.1497455525,36,,false,false
40,130876.1497455525,49738.3748468285,130876.1497455525,36,best_snakes/generation_040.dna,true,false
