generation,best_fitness,mean_fitness,best_ever_fitness,best_ever_generation,dna_file,is_checkpoint,is_new_record
0,40450.7521106880,3355.0469831528,40450.7521106880,0,best_snakes/generation_000.dna,true,true
1,40450.7521106880,4348.0411713659,40450.7521106880,0,,false,false
2,50253.9136581754,6991.9845735387,50253.9136581754,2,,false,true
3,50253.9136581754,8406.8734398836,50253.9136581754,2,,false,false
4,50253.9136581754,10182.6852802797,50253.9136581754,2,,false,false
5,66034.8178370933,11039.9298863500,66034.8178370933,5,best_snakes/generation_005.dna,true,true
6,66034.8178370933,14136.9487526797,66034.8178370933,5,,false,false
7,66034.8178370933,20821.5713182956,66034.8178370933,5,,false,false
8,79378.6041721997,23784.8978816735,79378.6041721997,8,,false,true
9,79378.6041721997,25492.3819611484,79378.6041721997,8,,false,false
10,80360.1488347788,30710.8638855512,80360.1488347788,10,best_snakes/generation_010.dna,true,true
11,80360.1488347788,29101.1680554987,80360.1488347788,10,,false,false
12,80360.1488347788,31607.9228504550,80360.1488347788,10,,false,false
13,87478.3335051185,37949.7306239766,87478.3335051185,13,,false,true
14,138159.7686392732,37256.7026996064,138159.7686392732,14,,false,true
15,138159.7686392732,40196.6536862076,138159.7686392732,14,best_snakes/generation_015.dna,true,false
16,138159.7686392732,46624.2483977837,138159.7686392732,14,,false,false
17,138159.7686392732,44012.0598767588,138159.7686392732,14,,false,false
18,138159.7686392732,41941.7645890867,138159.7686392732,14,,false,false
19,138159.7686392732,50932.4063927697,138159.7686392732,14,,false,false
20,138159.7686392732,47768.4258321085,138159.7686392732,14,best_snakes/generation_020.dna,true,false
21,138159.7686392732,50356.4905489390,138159.7686392732,14,,false,false
22,138159.7686392732,57363.1112221682,138159.7686392732,14,,false,false
23,142739.6696129424,59169.2861980062,142739.6696129424,23,,false,true
24,167199.0475530781,56840.1005646441,167199.0475530781,24,,false,true
25,167199.0475530781,60879.8000694887,167199.0475530781,24,best_snakes/generation_025.dna,true,false
26,167199.0475530781,62576.9294523528,167199.0475530781,24,,false,false
27,188028.7090724422,65689.3118334125,188028.7090724422,27,,false,true
28,188028.7090724422,65255.3227507019,188028.7090724422,27,,false,false
29,188028.7090724422,73649.4265086036,188028.7090724422,27,,false,false
30,188028.7090724422,69959.6883152233,188028.7090724422,27,best_snakes/generation_030.dna,true,false
31,188028.7090724422,77284.2034037179,188028.7090724422,27,,false,false
32,188028.7090724422,77587.8088859753,188028.7090724422,27,,false,false
33,216091.9893773403,75645.2869839129,216091.9893773403,33,,false,true
34,216091.9893773403,90458.2396068155,216091.9893773403,33,,false,false
35,216091.9893773403,83482.0442523655,216091.9893773403,33,best_snakes/generation_035.dna,true,false
36,216091.9893773403,78041.5490282807,216091.9893773403,33,,false,false
37,216091.9893773403,82557.9936255485,216091.9893773403,33,,false,false
38,216091.9893773403,84054.5600184863,216091.9893773403,33,,false,false
39,216091.9893773403,80671.0059292902,216091.9893773403,33,,false,false
40,216091.9893773403,82281.9852178333,216091.9893773403,33,best_snakes/generation_040.dna,true,false
41,216091.9893773403,78213.1026070493,216091.9893773403,33,,false,false
42,216091.9893773403,89434.6242953883,216091.9893773403,33,,false,false
43,216091.9893773403,75810.0452386545,216091.9893773403,33,,false,false
44,216091.9893773403,73040.4438756343,216091.9893773403,33,,false,false
45,216091.9893773403,69022.4117805880,216091.9893773403,33,best_snakes/generation_045.dna,true,false
46,216091.9893773403,75899.7842976160,216091.9893773403,33,,false,false
47,216091.9893773403,74745.3055598607,216091.9893773403,33,,false,false
48,216091.9893773403,81387.7652694933,216091.9893773403,33,,false,false
49,216091.9893773403,79289.1866285529,216091.9893773403,33,,false,false
