selection,run,generation,best_fitness,mean_fitness,dna_file
ROULETTE,2,45,108812.6575922620,35726.9429232404,roulette/run_02/best_snakes/generation_045.dna
ROULETTE,2,46,108812.6575922620,37770.7040397692,
ROULETTE,2,47,108812.6575922620,32563.1809587980,
ROULETTE,2,48,108812.6575922620,31313.3677310546,
ROULETTE,2,49,108812.6575922620,36665.1132098243,
ROULETTE,2,50,108812.6575922620,36128.7379498081,roulette/run_02/best_snakes/generation_050.dna
ROULETTE,2,51,108812.6575922620,39480.8772776024,
ROULETTE,2,52,108812.6575922620,39165.3144069505,
ROULETTE,2,53,108812.6575922620,42383.9278834772,
ROULETTE,2,54,108812.6575922620,38263.0458745751,
ROULETTE,2,55,108812.6575922620,33873.7052313449,roulette/run_02/best_snakes/generation_055.dna
ROULETTE,2,56,108812.6575922620,39108.0110029596,
ROULETTE,2,57,108812.6575922620,35511.6394330263,
ROULETTE,2,58,108812.6575922620,36393.9733373687,
ROULETTE,2,59,108812.6575922620,35545.0658602635,
ROULETTE,2,60,108812.6575922620,34169.1476008507,roulette/run_02/best_snakes/generation_060.dna
ROULETTE,2,61,108812.6575922620,38907.1476344759,
ROULETTE,2,62,108812.6575922620,39661.8943935610,
ROULETTE,2,63,132982.6430397727,39420.5190964402,
ROULETTE,2,64,132982.6430397727,41569.3619451764,
ROULETTE,2,65,132982.6430397727,39436.3413253893,roulette/run_02/best_snakes/generation_065.dna
ROULETTE,2,66,132982.6430397727,37559.0505424715,
ROULETTE,2,67,132982.6430397727,41935.3472038382,
ROULETTE,2,68,132982.6430397727,44048.7637066373,
ROULETTE,2,69,132982.6430397727,46773.3406441017,
ROULETTE,2,70,132982.6430397727,43687.2900905669,roulette/run_02/best_snakes/generation_070.dna
ROULETTE,2,71,132982.6430397727,43587.3540840877,
ROULETTE,2,72,132982.6430397727,43998.9616857698,
ROULETTE,2,73,132982.6430397727,45955.3133030984,
ROULETTE,2,74,132982.6430397727,40936.4091439657,
ROULETTE,2,75,132982.6430397727,41944.8455636481,roulette/run_02/best_snakes/generation_075.dna
ROULETTE,2,76,132982.6430397727,45068.9786445739,
ROULETTE,2,77,132982.6430397727,48509.4058886409,
ROULETTE,2,78,132982.6430397727,42105.6641090065,
ROULETTE,2,79,132982.6430397727,46488.5609653730,
ROULETTE,2,80,132982.6430397727,44084.3750955545,roulette/run_02/best_snakes/generation_080.dna
ROULETTE,2,81,132982.6430397727,45495.2136382072,
ROULETTE,2,82,132982.6430397727,45150.7545954445,
ROULETTE,2,83,132982.6430397727,45174.1613579362,
ROULETTE,2,84,132982.6430397727,40559.8509513318,
ROULETTE,2,85,132982.6430397727,47696.7799430664,roulette/run_02/best_snakes/generation_085.dna
ROULETTE,2,86,132982.6430397727,46392.7957997735,
ROULETTE,2,87,132982.6430397727,44093.3601106174,
ROULETTE,2,88,132982.6430397727,43568.0692269514,
ROULETTE,2,89,132982.6430397727,46218.5828935238,
ROULETTE,2,90,132982.6430397727,49398.5800150284,roulette/run_02/best_snakes/generation_090.dna
ROULETTE,2,91,132982.6430397727,49772.5782451996,
ROULETTE,2,92,132982.6430397727,49275.1380455374,
ROULETTE,2,93,132982.6430397727,47590.5501436101,
ROULETTE,2,94,132982.6430397727,50083.4495975569,
ROULETTE,2,95,132982.6430397727,49929.9831582042,roulette/run_02/best_snakes/generation_095.dna
ROULETTE,2,96,132982.6430397727,54508.9604646849,
ROULETTE,2,97,132982.6430397727,52726.5909849653,
ROULETTE,2,98,132982.6430397727,47332.7728406612,
ROULETTE,2,99,132982.6430397727,45087.0895258463,
ROULETTE,2,100,132982.6430397727,52072.6681991774,roulette/run_02/best_snakes/generation_100.dna
ROULETTE,2,101,132982.6430397727,46817.1307769441,
ROULETTE,2,102,132982.6430397727,50726.5485492928,
ROULETTE,2,103,132982.6430397727,48537.3697669709,
ROULETTE,3,0,20916.0475185729,2441.2506746522,roulette/run_03/best_snakes/generation_000.dna
ROULETTE,3,1,32028.2377032707,4443.4744412109,
ROULETTE,3,2,62318.6858255907,6906.3066920966,
ROULETTE,3,3,62318.6858255907,11739.0202953562,
ROULETTE,3,4,62318.6858255907,16951.8876562586,
ROULETTE,3,5,62318.6858255907,17046.0231470133,roulette/run_03/best_snakes/generation_005.dna
ROULETTE,3,6,66153.4613160037,20026.4385550635,
ROULETTE,3,7,66153.4613160037,21989.5350938229,
ROULETTE,3,8,76543.4693153345,23196.1034635066,
ROULETTE,3,9,88223.8145603093,27094.6198409069,
ROULETTE,3,10,88223.8145603093,23586.1661376962,roulette/run_03/best_snakes/generation_010.dna
ROULETTE,3,11,88223.8145603093,27317.4839313975,
ROULETTE,3,12,88223.8145603093,28962.0674642634,
ROULETTE,3,13,88223.8145603093,29330.2843653404,
ROULETTE,3,14,92945.6266305428,30665.3815544159,
ROULETTE,3,15,92945.6266305428,33409.8633487383,roulette/run_03/best_snakes/generation_015.dna
ROULETTE,3,16,92945.6266305428,30858.4374093934,
ROULETTE,3,17,92945.6266305428,32824.1234335286,
ROULETTE,3,18,92945.6266305428,30614.8088033205,
ROULETTE,3,19,103263.3829092850,37381.3671837160,
ROULETTE,3,20,103263.3829092850,41549.0325393235,roulette/run_03/best_snakes/generation_020.dna
ROULETTE,3,21,103263.3829092850,34667.6384606258,
ROULETTE,3,22,103263.3829092850,36354.1937136672,
ROULETTE,3,23,105391.8181221880,39482.2533650929,
ROULETTE,3,24,105391.8181221880,35923.6573627761,
ROULETTE,3,25,105391.8181221880,34956.3827316023,roulette/run_03/best_snakes/generation_025.dna
ROULETTE,3,26,105391.8181221880,39414.3506869996,
ROULETTE,3,27,105391.8181221880,34432.3522281205,
ROULETTE,3,28,108098.8580480615,42687.4146924545,
ROULETTE,3,29,108098.8580480615,39191.2265947499,
ROULETTE,3,30,108098.8580480615,44668.0069769525,roulette/run_03/best_snakes/generation_030.dna
ROULETTE,3,31,108098.8580480615,40821.7034744756,
ROULETTE,3,32,108098.8580480615,45209.1120422914,
ROULETTE,3,33,108200.7000996933,47440.6457195267,
ROULETTE,3,34,108200.7000996933,45026.1138641149,
ROULETTE,3,35,108200.7000996933,48961.3176151137,roulette/run_03/best_snakes/generation_035.dna
ROULETTE,3,36,119676.6155539724,44005.6821585680,
ROULETTE,3,37,119676.6155539724,50587.0515567441,
ROULETTE,3,38,119676.6155539724,52687.6237454048,
ROULETTE,3,39,119676.6155539724,51392.9237067151,
ROULETTE,3,40,119676.6155539724,44641.1077726566,roulette/run_03/best_snakes/generation_040.dna
ROULETTE,3,41,119676.6155539724,49646.0057078584,
ROULETTE,3,42,119676.6155539724,51134.2659677044,
ROULETTE,3,43,119676.6155539724,50707.2353968450,
ROULETTE,3,44,119676.6155539724,47784.7008211902,
ROULETTE,3,45,119676.6155539724,51924.9264199402,roulette/run_03/best_snakes/generation_045.dna
ROULETTE,3,46,119676.6155539724,56690.2601685506,
ROULETTE,3,47,119676.6155539724,52356.8289169829,
ROULETTE,3,48,119676.6155539724,49717.2430223238,
ROULETTE,3,49,119676.6155539724,52258.6183020744,
ROULETTE,3,50,119676.6155539724,44973.1413367202,roulette/run_03/best_snakes/generation_050.dna
ROULETTE,3,51,119676.6155539724,50740.4403154662,
ROULETTE,3,52,124552.3875196943,52311.5692593012,
ROULETTE,3,53,124552.3875196943,52310.6471119132,
ROULETTE,3,54,124552.3875196943,49126.6748802317,
ROULETTE,3,55,124552.3875196943,49961.2438648595,roulette/run_03/best_snakes/generation_055.dna
ROULETTE,3,56,124552.3875196943,45257.6412850461,
ROULETTE,3,57,124552.3875196943,51101.2693337537,
ROULETTE,3,58,124552.3875196943,52398.0238676252,
ROULETTE,3,59,124552.3875196943,52242.2427747133,
ROULETTE,3,60,125452.1675104962,53085.0443172470,roulette/run_03/best_snakes/generation_060.dna
ROULETTE,3,61,125452.1675104962,56682.1880619614,
ROULETTE,3,62,125452.1675104962,50678.6832070958,
ROULETTE,3,63,130221.1820487249,52258.6153558731,
ROULETTE,3,64,130221.1820487249,51599.8373730679,
ROULETTE,3,65,130221.1820487249,52497.7464368932,roulette/run_03/best_snakes/generation_065.dna
ROULETTE,3,66,130221.1820487249,53178.4120149384,
ROULETTE,3,67,130221.1820487249,52342.9412203952,
ROULETTE,3,68,130221.1820487249,49253.6138721642,
ROULETTE,3,69,130221.1820487249,43146.0419093153,
ROULETTE,3,70,130221.1820487249,47957.9017824116,roulette/run_03/best_snakes/generation_070.dna
ROULETTE,3,71,130221.1820487249,59726.2088634476,
ROULETTE,3,72,130221.1820487249,62986.4074846033,
ROULETTE,3,73,130221.1820487249,52454.4842904192,
ROULETTE,3,74,130221.1820487249,54190.2211463454,
ROULETTE,3,75,130221.1820487249,52175.9715874747,roulette/run_03/best_snakes/generation_075.dna
ROULETTE,3,76,130221.1820487249,52940.3541714708,
ROULETTE,3,77,130221.1820487249,57019.0432208976,
ROULETTE,3,78,130221.1820487249,50290.9036967900,
ROULETTE,3,79,130221.1820487249,49144.8860151475,
ROULETTE,3,80,130221.1820487249,55923.5897564260,roulette/run_03/best_snakes/generation_080.dna
ROULETTE,3,81,130221.1820487249,54861.7608231409,
ROULETTE,3,82,130221.1820487249,49604.5924911530,
ROULETTE,3,83,133981.0456703953,60005.6295532830,
ROULETTE,3,84,133981.0456703953,60151.1730669874,
ROULETTE,3,85,133981.0456703953,55110.3941252450,roulette/run_03/best_snakes/generation_085.dna
ROULETTE,3,86,133981.0456703953,49003.9446821524,
ROULETTE,3,87,133981.0456703953,50714.1626054996,
ROULETTE,3,88,133981.0456703953,51256.1317767099,
ROULETTE,3,89,133981.0456703953,55605.6374663660,
ROULETTE,3,90,133981.0456703953,52567.7875939037,roulette/run_03/best_snakes/generation_090.dna
ROULETTE,3,91,133981.0456703953,58049.2348311948,
ROULETTE,3,92,133981.0456703953,49480.9031609965,
ROULETTE,3,93,133981.0456703953,59228.0172344291,
ROULETTE,3,94,133981.0456703953,53080.4806046116,
ROULETTE,3,95,135281.2437874344,48816.8919911980,roulette/run_03/best_snakes/generation_095.dna
ROULETTE,3,96,135281.2437874344,51061.7528918559,
ROULETTE,3,97,135281.2437874344,49699.2337629266,
ROULETTE,3,98,135281.2437874344,53109.3201187323,
ROULETTE,3,99,135281.2437874344,54382.8385425594,
ROULETTE,3,100,142160.3517465362,57848.5077299019,roulette/run_03/best_snakes/generation_100.dna
ROULETTE,3,101,142160.3517465362,49475.9073467853,
ROULETTE,3,102,142160.3517465362,56277.3382344107,
ROULETTE,3,103,142160.3517465362,52572.4337139299,
ROULETTE,3,104,142160.3517465362,57834.7736414649,
ROULETTE,3,105,142160.3517465362,59551.8774019311,roulette/run_03/best_snakes/generation_105.dna
ROULETTE,3,106,142160.3517465362,62193.6215990276,
ROULETTE,3,107,142160.3517465362,62641.5845876298,
ROULETTE,3,108,142160.3517465362,58726.6946212413,
ROULETTE,3,109,142160.3517465362,65055.8611519270,
ROULETTE,3,110,142160.3517465362,58750.9729032380,roulette/run_03/best_snakes/generation_110.dna
ROULETTE,3,111,142160.3517465362,60147.0169874896,
ROULETTE,3,112,142160.3517465362,54152.6458288380,
ROULETTE,3,113,142160.3517465362,54647.7537569989,
ROULETTE,3,114,142160.3517465362,59226.1159198324,
ROULETTE,3,115,142160.3517465362,59250.1440175992,roulette/run_03/best_snakes/generation_115.dna
ROULETTE,3,116,148276.0369254589,62360.8516509399,
ROULETTE,3,117,148276.0369254589,60751.1278430822,
ROULETTE,3,118,148276.0369254589,60930.6785495167,
ROULETTE,3,119,148276.0369254589,62536.2096797907,
ROULETTE,3,120,148276.0369254589,58375.2415307513,roulette/run_03/best_snakes/generation_120.dna
ROULETTE,3,121,148276.0369254589,61839.0202170736,
ROULETTE,3,122,148276.0369254589,61717.5433953656,
ROULETTE,3,123,148276.0369254589,55512.7356492758,
ROULETTE,3,124,148276.0369254589,55979.6586558001,
ROULETTE,3,125,148276.0369254589,54420.9712243065,roulette/run_03/best_snakes/generation_125.dna
ROULETTE,3,126,148276.0369254589,55298.3436255679,
ROULETTE,3,127,148276.0369254589,63625.8629923419,
ROULETTE,3,128,148276.0369254589,66209.2617568551,
ROULETTE,3,129,148276.0369254589,61013.3542277543,
ROULETTE,3,130,148276.0369254589,57701.3332503580,roulette/run_03/best_snakes/generation_130.dna
ROULETTE,3,131,148365.8407716546,63630.3109856104,
ROULETTE,3,132,148365.8407716546,60212.8136689397,
ROULETTE,3,133,148365.8407716546,64123.8194878896,
ROULETTE,3,134,148365.8407716546,59499.0600215608,
ROULETTE,3,135,148365.8407716546,61208.8109961839,roulette/run_03/best_snakes/generation_135.dna
ROULETTE,3,136,148365.8407716546,58360.6665326745,
ROULETTE,3,137,148365.8407716546,60789.2347581894,
ROULETTE,3,138,148365.8407716546,62392.9565078845,
ROULETTE,3,139,148365.8407716546,62586.3259438648,
ROULETTE,3,140,148365.8407716546,60735.5184725174,roulette/run_03/best_snakes/generation_140.dna
ROULETTE,3,141,148365.8407716546,66908.1650653779,
ROULETTE,3,142,148365.8407716546,64453.7487629035,
ROULETTE,3,143,148365.8407716546,62184.7235725437,
ROULETTE,3,144,148365.8407716546,60923.6072266621,
ROULETTE,3,145,148365.8407716546,64472.3842072215,roulette/run_03/best_snakes/generation_145.dna
ROULETTE,3,146,148365.8407716546,67244.7791419644,
ROULETTE,3,147,148365.8407716546,65453.8265836108,
ROULETTE,3,148,148365.8407716546,64038.7717817990,
ROULETTE,3,149,148365.8407716546,66335.2980351495,
ROULETTE,3,150,148365.8407716546,65722.0596646268,roulette/run_03/best_snakes/generation_150.dna
ROULETTE,3,151,148365.8407716546,58657.3836375055,
ROULETTE,3,152,148365.8407716546,61593.7007156786,
ROULETTE,3,153,148365.8407716546,59564.7458394889,
ROULETTE,3,154,148365.8407716546,60651.9142782501,
ROULETTE,3,155,148365.8407716546,59462.6156303357,roulette/run_03/best_snakes/generation_155.dna
ROULETTE,3,156,148365.8407716546,63830.2609375057,
ROULETTE,4,0,7393.6317989464,1531.6032436002,roulette/run_04/best_snakes/generation_000.dna
ROULETTE,4,1,14899.5343616011,2765.2629906294,
ROULETTE,4,2,22528.3082158542,3510.4754020575,
ROULETTE,4,3,22557.9989769767,4722.9703084155,
ROULETTE,4,4,22557.9989769767,5844.0962116445,
ROULETTE,4,5,40230.9557170949,6284.1961733267,roulette/run_04/best_snakes/generation_005.dna
ROULETTE,4,6,40230.9557170949,8504.5867695548,
ROULETTE,4,7,63291.1584579328,9166.3338081808,
ROULETTE,4,8,63291.1584579328,13942.4922647383,
ROULETTE,4,9,74616.0948433157,21224.5126579112,
ROULETTE,4,10,80318.8313319466,27477.8648487315,roulette/run_04/best_snakes/generation_010.dna
ROULETTE,4,11,84273.8637667063,30920.2250775621,
ROULETTE,4,12,88153.7731282915,33996.4588270313,
ROULETTE,4,13,88153.7731282915,38444.2818964768,
ROULETTE,4,14,108436.7664288317,47977.7576218770,
ROULETTE,4,15,108436.7664288317,47371.2626679390,roulette/run_04/best_snakes/generation_015.dna
ROULETTE,4,16,123997.5939166561,46560.5073072208,
ROULETTE,4,17,123997.5939166561,48895.3683678262,
ROULETTE,4,18,123997.5939166561,47082.9786262478,
ROULETTE,4,19,123997.5939166561,45512.9356306299,
ROULETTE,4,20,126764.1616249879,49792.5888758893,roulette/run_04/best_snakes/generation_020.dna
ROULETTE,4,21,130849.5222266529,49285.3566434889,
ROULETTE,4,22,130849.5222266529,59245.2560527997,
ROULETTE,4,23,148096.0009184827,55379.8976419602,
ROULETTE,4,24,148096.0009184827,50593.8211432921,
ROULETTE,4,25,148096.0009184827,46860.0840278306,roulette/run_04/best_snakes/generation_025.dna
ROULETTE,4,26,148096.0009184827,56604.0381892411,
ROULETTE,4,27,148096.0009184827,45686.2142634880,
ROULETTE,4,28,148096.0009184827,52557.4106055301,
ROULETTE,4,29,148096.0009184827,56142.6801159750,
ROULETTE,4,30,148096.0009184827,59070.3072714894,roulette/run_04/best_snakes/generation_030.dna
ROULETTE,4,31,148096.0009184827,57384.1545394313,
ROULETTE,4,32,148096.0009184827,59094.5685010903,
ROULETTE,4,33,148096.0009184827,60258.5366920929,
ROULETTE,4,34,148096.0009184827,60601.9631308237,
ROULETTE,4,35,148096.0009184827,58882.5952904805,roulette/run_04/best_snakes/generation_035.dna
ROULETTE,4,36,148096.0009184827,60520.7899348969,
ROULETTE,4,37,148096.0009184827,62478.0409506770,
ROULETTE,4,38,148096.0009184827,60713.3953486534,
ROULETTE,4,39,148096.0009184827,53923.3941170712,
ROULETTE,4,40,148115.7807480667,64991.1469477006,roulette/run_04/best_snakes/generation_040.dna
ROULETTE,4,41,148115.7807480667,68867.7381228621,
ROULETTE,4,42,165906.8385074649,59344.0670338310,
ROULETTE,4,43,165906.8385074649,57557.9627616814,
ROULETTE,4,44,165906.8385074649,61491.6056919301,
ROULETTE,4,45,165906.8385074649,73983.1700416735,roulette/run_04/best_snakes/generation_045.dna
ROULETTE,4,46,165906.8385074649,68069.7053273447,
ROULETTE,4,47,165906.8385074649,69032.0971944446,
ROULETTE,4,48,165906.8385074649,72833.5820738563,
ROULETTE,4,49,165906.8385074649,69304.9605807464,
ROULETTE,4,50,166935.9379623680,61781.1204853455,roulette/run_04/best_snakes/generation_050.dna
ROULETTE,4,51,166935.9379623680,65520.7272158187,
ROULETTE,4,52,166935.9379623680,74369.1856984352,
ROULETTE,4,53,166935.9379623680,67824.8540969292,
ROULETTE,4,54,166935.9379623680,68328.2071243035,
ROULETTE,4,55,181131.1015991161,63113.5227134264,roulette/run_04/best_snakes/generation_055.dna
ROULETTE,4,56,181131.1015991161,63294.4660000749,
ROULETTE,4,57,185955.9387659763,68928.7020497347,
ROULETTE,4,58,185955.9387659763,72686.1358404012,
ROULETTE,4,59,185955.9387659763,70710.7217431865,
ROULETTE,4,60,185955.9387659763,74329.8556218352,roulette/run_04/best_snakes/generation_060.dna
ROULETTE,4,61,185955.9387659763,73463.8753505842,
ROULETTE,4,62,185955.9387659763,70201.3161024320,
ROULETTE,4,63,185955.9387659763,75312.5511895794,
ROULETTE,4,64,185955.9387659763,70884.9953251721,
ROULETTE,4,65,185955.9387659763,75442.4592113680,roulette/run_04/best_snakes/generation_065.dna
ROULETTE,4,66,185955.9387659763,74393.1267002695,
ROULETTE,4,67,185955.9387659763,76685.2983997437,
ROULETTE,4,68,185955.9387659763,70139.3838673429,
ROULETTE,4,69,185955.9387659763,81241.7566437349,
ROULETTE,4,70,185955.9387659763,70186.9664370579,roulette/run_04/best_snakes/generation_070.dna
ROULETTE,4,71,185955.9387659763,81682.4652039611,
ROULETTE,4,72,185955.9387659763,70513.1969458149,
ROULETTE,4,73,185955.9387659763,73891.4044177722,
ROULETTE,4,74,185955.9387659763,70709.1354008395,
ROULETTE,4,75,185955.9387659763,77319.2478969038,roulette/run_04/best_snakes/generation_075.dna
ROULETTE,4,76,185955.9387659763,83580.8875362633,
ROULETTE,4,77,185955.9387659763,76335.2488821745,
ROULETTE,4,78,185955.9387659763,72510.8680844422,
ROULETTE,4,79,185955.9387659763,74242.1945754101,
ROULETTE,4,80,185955.9387659763,69654.5796589379,roulette/run_04/best_snakes/generation_080.dna
ROULETTE,4,81,201266.4663244146,77446.9481489029,
ROULETTE,4,82,201266.4663244146,75737.7391474432,
ROULETTE,4,83,201266.4663244146,81042.6040701949,
ROULETTE,4,84,201266.4663244146,88170.0710529696,
ROULETTE,4,85,201266.4663244146,67815.6590725815,roulette/run_04/best_snakes/generation_085.dna
ROULETTE,4,86,201266.4663244146,74975.0589496632,
ROULETTE,4,87,201266.4663244146,82964.5594962207,
ROULETTE,4,88,201266.4663244146,77429.7192013260,
ROULETTE,4,89,201266.4663244146,70899.1984502318,
ROULETTE,4,90,201266.4663244146,82954.3170505598,roulette/run_04/best_snakes/generation_090.dna
ROULETTE,4,91,201266.4663244146,88998.6092268402,
ROULETTE,4,92,201266.4663244146,78118.1248579248,
ROULETTE,4,93,201266.4663244146,75298.9371343617,
ROULETTE,4,94,201266.4663244146,83781.5352135861,
ROULETTE,4,95,201266.4663244146,66863.9607169154,roulette/run_04/best_snakes/generation_095.dna
ROULETTE,4,96,201266.4663244146,76133.6114518343,
ROULETTE,4,97,201266.4663244146,85359.6144719292,
ROULETTE,4,98,201266.4663244146,78607.1076483022,
ROULETTE,4,99,201266.4663244146,83023.2772213950,
ROULETTE,4,100,201266.4663244146,81959.8766330551,roulette/run_04/best_snakes/generation_100.dna
ROULETTE,4,101,201266.4663244146,81378.7480309065,
ROULETTE,4,102,210013.5468133397,85165.2397288320,
ROULETTE,4,103,210013.5468133397,78012.1780212226,
ROULETTE,4,104,210013.5468133397,83358.7962249776,
ROULETTE,4,105,210013.5468133397,80187.1307449868,roulette/run_04/best_snakes/generation_105.dna
ROULETTE,4,106,210013.5468133397,79264.3198233598,
ROULETTE,4,107,210013.5468133397,85260.1947932890,
ROULETTE,4,108,210013.5468133397,74758.1910470144,
ROULETTE,4,109,222186.4525059798,84511.3955175868,
ROULETTE,4,110,222186.4525059798,75246.5914737198,roulette/run_04/best_snakes/generation_110.dna
ROULETTE,4,111,222186.4525059798,78340.6499158387,
ROULETTE,4,112,222186.4525059798,83827.8322393969,
ROULETTE,4,113,222186.4525059798,85266.6498566516,
ROULETTE,4,114,222186.4525059798,95100.8930302492,
ROULETTE,4,115,222186.4525059798,71652.0234269204,roulette/run_04/best_snakes/generation_115.dna
ROULETTE,4,116,222186.4525059798,94969.9401221133,
ROULETTE,4,117,222186.4525059798,88391.4375408711,
ROULETTE,4,118,222186.4525059798,94523.4575530462,
ROULETTE,4,119,222186.4525059798,90967.6215606732,
ROULETTE,4,120,222186.4525059798,102313.3244888961,roulette/run_04/best_snakes/generation_120.dna
ROULETTE,4,121,222186.4525059798,100903.0136558860,
ROULETTE,4,122,222186.4525059798,95225.8943890500,
ROULETTE,4,123,222186.4525059798,102204.0973120189,
ROULETTE,4,124,224797.2752557753,112578.1965339908,
ROULETTE,4,125,224797.2752557753,98062.4164423433,roulette/run_04/best_snakes/generation_125.dna
ROULETTE,4,126,224797.2752557753,101240.1965480527,
ROULETTE,4,127,224797.2752557753,101063.4873329152,
ROULETTE,4,128,224797.2752557753,102951.1293732362,
ROULETTE,4,129,224797.2752557753,89704.6045515758,
ROULETTE,4,130,224797.2752557753,84343.5949975870,roulette/run_04/best_snakes/generation_130.dna
ROULETTE,4,131,224797.2752557753,96894.4025359438,
ROULETTE,4,132,224797.2752557753,90680.4205888470,
ROULETTE,4,133,224797.2752557753,105756.0286244650,
ROULETTE,4,134,224797.2752557753,99566.3048266910,
ROULETTE,4,135,234906.5479957074,95287.1060706212,roulette/run_04/best_snakes/generation_135.dna
ROULETTE,4,136,234906.5479957074,96978.1066443149,
ROULETTE,4,137,234906.5479957074,93010.9186559920,
ROULETTE,4,138,234906.5479957074,96901.7022491347,
ROULETTE,4,139,234906.5479957074,95945.7035940206,
ROULETTE,4,140,234906.5479957074,99207.8587030428,roulette/run_04/best_snakes/generation_140.dna
ROULETTE,4,141,234906.5479957074,98167.1310875739,
ROULETTE,4,142,234906.5479957074,88208.2604357603,
ROULETTE,4,143,234906.5479957074,102468.7875890195,
ROULETTE,4,144,234906.5479957074,96213.6400761607,
ROULETTE,4,145,234906.5479957074,97993.3637739719,roulette/run_04/best_snakes/generation_145.dna
ROULETTE,4,146,234906.5479957074,97702.9158290847,
ROULETTE,4,147,234906.5479957074,94646.0604547279,
ROULETTE,4,148,234906.5479957074,95716.7253948605,
ROULETTE,4,149,234906.5479957074,89511.8608341585,
ROULETTE,4,150,234985.7484418978,96115.1140315654,roulette/run_04/best_snakes/generation_150.dna
ROULETTE,4,151,234985.7484418978,91519.9045032202,
ROULETTE,4,152,234985.7484418978,103491.3394703248,
ROULETTE,4,153,234985.7484418978,99744.4192736877,
ROULETTE,4,154,234985.7484418978,97788.9179452936,
ROULETTE,4,155,234985.7484418978,95424.1196732927,roulette/run_04/best_snakes/generation_155.dna
ROULETTE,4,156,234985.7484418978,104660.0041110133,
ROULETTE,4,157,234985.7484418978,92203.5883943300,
ROULETTE,4,158,234985.7484418978,101117.8868067135,
ROULETTE,4,159,234985.7484418978,90406.6833360938,
ROULETTE,4,160,234985.7484418978,94145.4403597353,roulette/run_04/best_snakes/generation_160.dna
ROULETTE,4,161,234985.7484418978,90810.3198457958,
ROULETTE,4,162,234985.7484418978,112651.9785057340,
ROULETTE,4,163,234985.7484418978,102373.1176982344,
ROULETTE,4,164,234985.7484418978,102268.4988202564,
ROULETTE,4,165,234985.7484418978,98579.7578976187,roulette/run_04/best_snakes/generation_165.dna
ROULETTE,4,166,234985.7484418978,93147.8992522023,
ROULETTE,4,167,234985.7484418978,87385.4747462394,
ROULETTE,4,168,234985.7484418978,95450.6057635324,
ROULETTE,4,169,234985.7484418978,93694.5966307518,
ROULETTE,4,170,234985.7484418978,94287.0819102673,roulette/run_04/best_snakes/generation_170.dna
ROULETTE,4,171,234985.7484418978,105573.1446343014,
ROULETTE,4,172,234985.7484418978,99402.3699755938,
ROULETTE,4,173,234985.7484418978,94250.3181340800,
ROULETTE,4,174,234985.7484418978,97570.2996581410,
ROULETTE,4,175,234985.7484418978,93469.2960961099,roulette/run_04/best_snakes/generation_175.dna
ROULETTE,5,0,11493.1618253475,1958.8872492635,roulette/run_05/best_snakes/generation_000.dna
ROULETTE,5,1,11493.1618253475,3070.9533202829,
ROULETTE,5,2,15207.1741570748,3150.9785071520,
ROULETTE,5,3,28985.8945960718,4430.8936032096,
ROULETTE,5,4,54401.3591810626,6492.6591370815,
ROULETTE,5,5,54401.3591810626,9429.7096246078,roulette/run_05/best_snakes/generation_005.dna
ROULETTE,5,6,66823.2099834770,11651.0101405424,
ROULETTE,5,7,81889.1865337626,27288.6852373170,
ROULETTE,5,8,88088.7261700849,30551.6044687182,
ROULETTE,5,9,88088.7261700849,35051.8634295244,
ROULETTE,5,10,95751.0862196412,38049.2350693465,roulette/run_05/best_snakes/generation_010.dna
ROULETTE,5,11,95751.0862196412,39399.8008463315,
ROULETTE,5,12,97773.2397980864,43666.4358887518,
ROULETTE,5,13,98361.8307614361,41342.0585481456,
ROULETTE,5,14,98361.8307614361,46143.3189490836,
ROULETTE,5,15,118970.7924901408,48813.0537848677,roulette/run_05/best_snakes/generation_015.dna
ROULETTE,5,16,118970.7924901408,45562.5624330460,
ROULETTE,5,17,119370.2238348391,41537.1374701200,
ROULETTE,5,18,119370.2238348391,40531.5445641529,
ROULETTE,5,19,119370.2238348391,42676.1920895016,
ROULETTE,5,20,119370.2238348391,40394.9734267803,roulette/run_05/best_snakes/generation_020.dna
ROULETTE,5,21,119370.2238348391,42407.3426781775,
ROULETTE,5,22,122176.2381054464,49510.1879959539,
ROULETTE,5,23,126566.8691588032,47866.9091388988,
ROULETTE,5,24,126566.8691588032,45823.5723193219,
ROULETTE,5,25,126566.8691588032,41284.3020758601,roulette/run_05/best_snakes/generation_025.dna
ROULETTE,5,26,126566.8691588032,46872.2717097571,
ROULETTE,5,27,126566.8691588032,46688.9077419281,
ROULETTE,5,28,126566.8691588032,45935.8009446144,
ROULETTE,5,29,126566.8691588032,45971.7023420804,
ROULETTE,5,30,145079.8872163235,54362.6953339606,roulette/run_05/best_snakes/generation_030.dna
ROULETTE,5,31,145079.8872163235,50604.1238491741,
ROULETTE,5,32,145079.8872163235,48259.9367141205,
ROULETTE,5,33,145079.8872163235,52069.0956688932,
ROULETTE,5,34,145079.8872163235,50824.9800387759,
ROULETTE,5,35,145079.8872163235,49481.3022567256,roulette/run_05/best_snakes/generation_035.dna
ROULETTE,5,36,145079.8872163235,53403.3384863345,
ROULETTE,5,37,145079.8872163235,48947.9449431482,
ROULETTE,5,38,145079.8872163235,49753.7288344352,
ROULETTE,5,39,145079.8872163235,46893.2521420125,
