generation,best_fitness,mean_fitness,best_ever_fitness,best_ever_generation,dna_file,is_checkpoint,is_new_record
0,18466.8115149220,2451.4503114480,18466.8115149220,0,best_snakes/generation_000.dna,true,true
1,18466.8115149220,3181.4015831798,18466.8115149220,0,,false,false
2,18466.8115149220,3306.5934804357,18466.8115149220,0,,false,false
3,36990.9516763275,5603.3469735445,36990.9516763275,3,,false,true
4,36990.9516763275,4706.6578671785,36990.9516763275,3,,false,false
5,43563.5369761440,7538.3813011265,43563.5369761440,5,best_snakes/generation_005.dna,true,true
6,57907.3213908964,8814.4809547687,57907.3213908964,6,,false,true
7,57907.3213908964,9685.7340409688,57907.3213908964,6,,false,false
8,57907.3213908964,12331.4883337154,57907.3213908964,6,,false,false
9,57907.3213908964,12832.3174099402,57907.3213908964,6,,false,false
10,57907.3213908964,13604.6622839492,57907.3213908964,6,best_snakes/generation_010.dna,true,false
11,57907.3213908964,15179.1913373321,57907.3213908964,6,,false,false
12,57907.3213908964,19459.4002824168,57907.3213908964,6,,false,false
13,57907.3213908964,18969.1057741152,57907.3213908964,6,,false,false
14,57907.3213908964,15815.6437689098,57907.3213908964,6,,false,false
15,79356.0687054981,21012.9252551319,79356.0687054981,15,best_snakes/generation_015.dna,true,true
16,79356.0687054981,18833.1282525196,79356.0687054981,15,,false,false
17,79356.0687054981,18465.5617396535,79356.0687054981,15,,false,false
18,79356.0687054981,22910.9039039693,79356.0687054981,15,,false,false
19,79356.0687054981,26447.3368991570,79356.0687054981,15,,false,false
20,80628.9683882266,26901.7249011823,80628.9683882266,20,best_snakes/generation_020.dna,true,true
21,84353.4837393580,30661.3832525696,84353.4837393580,21,,false,true
22,84353.4837393580,32580.2561654837,84353.4837393580,21,,false,false
23,84353.4837393580,33982.3009389283,84353.4837393580,21,,false,false
24,84353.4837393580,37676.1980416448,84353.4837393580,21,,false,false
25,84865.6539123110,35473.0379013420,84865.6539123110,25,best_snakes/generation_025.dna,true,true
26,84865.6539123110,35955.8748990543,84865.6539123110,25,,false,false
27,88289.9506503707,36830.1426542465,88289.9506503707,27,,false,true
28,88289.9506503707,35240.0486620525,88289.9506503707,27,,false,false
