generation,best_fitness,mean_fitness,best_ever_fitness,best_ever_generation,dna_file,is_checkpoint,is_new_record
0,18466.8115149220,2451.4503114480,18466.8115149220,0,best_snakes/generation_000.dna,true,true
1,18466.8115149220,3633.6058100839,18466.8115149220,0,,false,false
2,25646.2713841738,4357.4561273652,25646.2713841738,2,,false,true
3,25646.2713841738,4312.6655369784,25646.2713841738,2,,false,false
4,25646.2713841738,4501.6498238509,25646.2713841738,2,,false,false
5,25646.2713841738,3553.7020727274,25646.2713841738,2,best_snakes/generation_005.dna,true,false
6,25646.2713841738,4016.1382581542,25646.2713841738,2,,false,false
7,41118.3728612139,4920.2617668638,41118.3728612139,7,,false,true
8,41118.3728612139,4701.3265305994,41118.3728612139,7,,false,false
9,41118.3728612139,5170.8986552702,41118.3728612139,7,,false,false
10,41118.3728612139,6320.9540585090,41118.3728612139,7,best_snakes/generation_010.dna,true,false
11,41118.3728612139,6102.7270801401,41118.3728612139,7,,false,false
12,41118.3728612139,5699.2368705240,41118.3728612139,7,,false,false
13,44747.5157544827,5878.3324136986,44747.5157544827,13,,false,true
14,44747.5157544827,6329.6923996595,44747.5157544827,13,,false,false
15,44747.5157544827,7655.6240705350,44747.5157544827,13,best_snakes/generation_015.dna,true,false
16,44747.5157544827,8766.7766833592,44747.5157544827,13,,false,false
17,48503.4304905813,8116.9312671265,48503.4304905813,17,,false,true
18,48503.4304905813,8551.5563062451,48503.4304905813,17,,false,false
19,48503.4304905813,8212.4514160367,48503.4304905813,17,,false,false
20,48503.4304905813,8785.1929170590,48503.4304905813,17,best_snakes/generation_020.dna,true,false
21,48503.4304905813,7939.4724470041,48503.4304905813,17,,false,false
22,48503.4304905813,7298.9080671503,48503.4304905813,17,,false,false
23,48503.4304905813,8793.5400975972,48503.4304905813,17,,false,false
24,58965.5064355313,9681.5900927292,58965.5064355313,24,,false,true
25,61811.5375174502,10212.1475266827,61811.5375174502,25,best_snakes/generation_025.dna,true,true
26,61811.5375174502,11067.6958105720,61811.5375174502,25,,false,false
27,61811.5375174502,9516.5455007827,61811.5375174502,25,,false,false
28,61811.5375174502,10191.4430126884,61811.5375174502,25,,false,false
29,61811.5375174502,10874.3536435244,61811.5375174502,25,,false,false
30,61839.9165657375,12388.1638327970,61839.9165657375,30,best_snakes/generation_030.dna,true,true
31,61839.9165657375,13266.7694166489,61839.9165657375,30,,false,false
32,80342.6666050425,14085.3948761020,80342.6666050425,32,,false,true
33,80342.6666050425,16850.2092922051,80342.6666050425,32,,false,false
34,80342.6666050425,19944.3342299732,80342.6666050425,32,,false,false
35,80342.6666050425,18473.7636351631,80342.6666050425,32,best_snakes/generation_035.dna,true,false
36,80342.6666050425,20120.7351433584,80342.6666050425,32,,false,false
37,88570.7565635589,20835.9508166675,88570.7565635589,37,,false,true
38,88570.7565635589,25688.2322146320,88570.7565635589,37,,false,false
39,88570.7565635589,28166.1943619379,88570.7565635589,37,,false,false
40,88570.7565635589,25489.6108933315,88570.7565635589,37,best_snakes/generation_040.dna,true,false
41,88570.7565635589,28136.5540371042,88570.7565635589,37,,false,false
42,88570.7565635589,27915.3335784042,88570.7565635589,37,,false,false
43,88570.7565635589,28220.2695920013,88570.7565635589,37,,false,false
44,88570.7565635589,30092.6455395154,88570.7565635589,37,,false,false
45,88570.7565635589,28675.0398133667,88570.7565635589,37,best_snakes/generation_045.dna,true,false
46,101090.9168620756,28922.0363181858,101090.9168620756,46,,false,true
47,101090.9168620756,25730.3983176602,101090.9168620756,46,,false,false
48,101090.9168620756,27782.7899215070,101090.9168620756,46,,false,false
49,101090.9168620756,27525.2964808080,101090.9168620756,46,,false,false
50,101090.9168620756,27138.0802869037,101090.9168620756,46,best_snakes/generation_050.dna,true,false
51,101090.9168620756,27455.6866521192,101090.9168620756,46,,false,false
52,101090.9168620756,29799.2010812919,101090.9168620756,46,,false,false
53,101090.9168620756,27908.5416477194,101090.9168620756,46,,false,false
54,101090.9168620756,29806.3502405508,101090.9168620756,46,,false,false
55,101090.9168620756,28115.2807004766,101090.9168620756,46,best_snakes/generation_055.dna,true,false
56,101090.9168620756,25244.2504499236,101090.9168620756,46,,false,false
57,101090.9168620756,25685.8267093430,101090.9168620756,46,,false,false
58,101090.9168620756,30884.7620856450,101090.9168620756,46,,false,false
59,101090.9168620756,30283.2840205030,101090.9168620756,46,,false,false
