generation,best_fitness,mean_fitness,best_ever_fitness,best_ever_generation,dna_file,is_checkpoint,is_new_record
0,20916.0475185729,2441.2506746522,20916.0475185729,0,best_snakes/generation_000.dna,true,true
1,27599.6717463403,5573.8159715634,27599.6717463403,1,,false,true
2,27599.6717463403,5324.8821418206,27599.6717463403,1,,false,false
3,33563.9517375685,7857.6137163796,33563.9517375685,3,,false,true
4,46781.4742943849,9786.1233972910,46781.4742943849,4,,false,true
5,46781.4742943849,11069.4929623460,46781.4742943849,4,best_snakes/generation_005.dna,true,false
6,46781.4742943849,12893.8302207002,46781.4742943849,4,,false,false
7,54391.6189288277,15414.6710163665,54391.6189288277,7,,false,true
8,54391.6189288277,17489.4047075003,54391.6189288277,7,,false,false
9,58025.5302738659,21457.8470826944,58025.5302738659,9,,false,true
10,70439.6921104234,23061.1285965328,70439.6921104234,10,best_snakes/generation_010.dna,true,true
11,75836.1587175596,27120.9966439721,75836.1587175596,11,,false,true
12,84413.5766080762,31664.0795597220,84413.5766080762,12,,false,true
13,92663.6510813911,37720.3096859524,92663.6510813911,13,,false,true
14,97822.0187480089,37310.5982340134,97822.0187480089,14,,false,true
15,104025.5614092888,35702.3293451460,104025.5614092888,15,best_snakes/generation_015.dna,true,true
16,104025.5614092888,37641.0384290714,104025.5614092888,15,,false,false
17,112879.8389170683,41685.6222478136,112879.8389170683,17,,false,true
18,113172.7158305628,42062.9145522693,113172.7158305628,18,,false,true
19,125361.3290530193,44971.6833165517,125361.3290530193,19,,false,true
20,136182.9953452616,49215.7577584715,136182.9953452616,20,best_snakes/generation_020.dna,true,true
21,136182.9953452616,49614.3204926400,136182.9953452616,20,,false,false
22,136182.9953452616,49658.6171230168,136182.9953452616,20,,false,false
23,136182.9953452616,46844.9849013453,136182.9953452616,20,,false,false
24,136182.9953452616,53535.8555169560,136182.9953452616,20,,false,false
25,202227.9719690742,54605.2025745909,202227.9719690742,25,best_snakes/generation_025.dna,true,true
26,202227.9719690742,52633.2881598526,202227.9719690742,25,,false,false
27,202227.9719690742,57842.9756463228,202227.9719690742,25,,false,false
28,202227.9719690742,55678.2142478672,202227.9719690742,25,,false,false
29,202227.9719690742,59535.1559706552,202227.9719690742,25,,false,false
30,202227.9719690742,62458.2319349934,202227.9719690742,25,best_snakes/generation_030.dna,true,false
31,202227.9719690742,62674.0477905880,202227.9719690742,25,,false,false
32,202227.9719690742,67237.4624574023,202227.9719690742,25,,false,false
33,202227.9719690742,68951.7416976721,202227.9719690742,25,,false,false
34,202227.9719690742,62363.6225765946,202227.9719690742,25,,false,false
35,202227.9719690742,68842.5561876655,202227.9719690742,25,best_snakes/generation_035.dna,true,false
36,202227.9719690742,68730.6605760893,202227.9719690742,25,,false,false
37,202227.9719690742,70549.0387998055,202227.9719690742,25,,false,false
38,202227.9719690742,73169.7680062615,202227.9719690742,25,,false,false
39,202227.9719690742,71353.9292308833,202227.9719690742,25,,false,false
40,202227.9719690742,79023.9651630584,202227.9719690742,25,best_snakes/generation_040.dna,true,false
41,202227.9719690742,81638.9257013196,202227.9719690742,25,,false,false
42,202227.9719690742,74389.4094864776,202227.9719690742,25,,false,false
43,202227.9719690742,69730.8890041645,202227.9719690742,25,,false,false
44,202227.9719690742,73483.2141047692,202227.9719690742,25,,false,false
45,202227.9719690742,77143.7601576270,202227.9719690742,25,best_snakes/generation_045.dna,true,false
46,202227.9719690742,79108.0420064605,202227.9719690742,25,,false,false
47,202227.9719690742,83999.8977811366,202227.9719690742,25,,false,false
48,202227.9719690742,83804.1268011472,202227.9719690742,25,,false,false
49,202227.9719690742,80993.2960572438,202227.9719690742,25,,false,false
50,202227.9719690742,80072.5296278394,202227.9719690742,25,best_snakes/generation_050.dna,true,false
51,202227.9719690742,73012.0483195462,202227.9719690742,25,,false,false
52,202227.9719690742,80920.0079102826,202227.9719690742,25,,false,false
53,202227.9719690742,75471.4805560783,202227.9719690742,25,,false,false
54,202227.9719690742,77294.4777116669,202227.9719690742,25,,false,false
55,202227.9719690742,78600.7046501526,202227.9719690742,25,best_snakes/generation_055.dna,true,false
56,202227.9719690742,85107.5329653925,202227.9719690742,25,,false,false
57,202227.9719690742,90302.5242734301,202227.9719690742,25,,false,false
58,202227.9719690742,85869.2348306868,202227.9719690742,25,,false,false
59,202227.9719690742,86853.0527593801,202227.9719690742,25,,false,false
60,202227.9719690742,86049.3323730632,202227.9719690742,25,best_snakes/generation_060.dna,true,false
61,202227.9719690742,96171.7176277054,202227.9719690742,25,,false,false
62,202227.9719690742,88742.5122796458,202227.9719690742,25,,false,false
63,202227.9719690742,85270.0961143018,202227.9719690742,25,,false,false
64,202227.9719690742,93047.0757751690,202227.9719690742,25,,false,false
65,202227.9719690742,89260.6914081632,202227.9719690742,25,best_snakes/generation_065.dna,true,false
